title,country,release_year,rating,duration,description,year_added,month_added,year_month_added,imdb_score,genres,actors,directors
Hogie the Globehopper,United States,2016,TV-Y,1 Season,"Hogie and his friends travel the world, exploring far-flung locales like Buenos Aires, Cairo, Hawaii and the Galapagos Islands.",2017,August,"August, 2017",,,,
Hokkabaz,Turkey,2006,TV-MA,118 min,"Trying to resurrect his career, not-so-talented magician Iskender goes on tour, but things get iffy when one of his illusions works a little too well.",2017,March,"March, 2017",,,,
Holding the Man,Australia,2015,TV-MA,128 min,"In 1970s Australia, two teen boys fall in love with each other and defeat obstacles to their 15-year relationship, until a new crisis comes their way.",2016,August,"August, 2016",,,,
Holidays,"United States, Ireland",2016,TV-MA,106 min,"Eight gleefully grim short tales set on Halloween, Mother's Day, St. Patrick's Day and other holidays comprise this chilling horror anthology.",2016,July,"July, 2016",,,,
Holy Hell,United States,2016,NR,103 min,An ex-member charts his path from idealism to disenchantment in a California cult when alarming revelations about the group's leader come to light.,2016,September,"September, 2016",,,,
Holy Man 2,Thailand,2008,TV-14,92 min,"Former rap musician Joey Boy is now a monk who takes Father Teng's place at his rural temple, where a crisis develops involving a nearby stone quarry.",2018,July,"July, 2018",,,,
Holy Man 3,Thailand,2010,TV-MA,102 min,"Two new monks, one of them a former rock music star seeking inner peace, join a temple plagued by thieves who are stealing its valuable holy relics.",2018,July,"July, 2018",,,,
Hombanna,India,2017,TV-14,126 min,"In the forests of Karnataka, a farmer and his community face eviction from the land when they get caught in the currents of socio-political change.",2018,May,"May, 2018",,,,
Homeland,,2019,TV-PG,73 min,"Determined to trace her ancestral history, an Armenian woman travels to a French village, where she befriends a kind man and, better yet, finds herself.",2019,October,"October, 2019",,,,
Honey 2,United States,2011,PG-13,111 min,"Determined to prove herself as a street dancer, Maria heads from juvie to a Bronx rec center where she's introduced to her dance idol, Honey Daniels.",2019,October,"October, 2019",,,,
Honey: Rise Up and Dance,United States,2018,PG-13,100 min,"Despite discouragement from her loved ones, a talented street dancer tries out for an exclusive dance crew in a bid to win a college scholarship.",2018,April,"April, 2018",,,,
Hoodwinked Too! Hood vs. Evil,United States,2011,PG,86 min,"Fresh off a top-secret training, feisty heroine Little Red teams up with intrepid reporter Wolf to investigate the disappearance of Hansel and Gretel.",2018,November,"November, 2018",,,,
Hope Aur Hum,India,2018,TV-14,95 min,"A multigenerational household navigates daily life, evolving relationships and clashes between old and new mindsets in this light family drama.",2018,September,"September, 2018",,,,
Hope Springs Eternal,United States,2018,PG,79 min,"When a teen with terminal cancer miraculously finds herself in remission, she struggles to give up the attention her illness gave her at school.",2018,November,"November, 2018",,,,
Hope: One in a Billion,"United States, South Africa",2017,TV-14,81 min,"The remarkable true story of Gift Ngoepe, the first African to play for Major League Baseball, is recounted in this inspiring documentary.",2019,December,"December, 2019",,,,
Hormones,Thailand,2015,TV-MA,3 Seasons,"High school students in Bangkok wrestle with issues such as sex, teen pregnancy, drugs, school violence, family turmoil and more in this Thai drama.",2018,June,"June, 2018",,,,
Horns,"United States, Canada",2013,R,120 min,"Accused of murder, Ig Perish wakes up one day to find he's grown a set of horns – compelling people to confess their sins to him.",2019,August,"August, 2019",,,,
Horror Homes,United Kingdom,2016,TV-14,1 Season,"Dream homes turn into property nightmares when mold, maggots, natural disasters and other inconveniences move in.",2019,October,"October, 2019",,,,
Horror Story,India,2013,TV-14,85 min,"On a dare, seven college friends spend a night at an abandoned hotel rumored to be haunted and find themselves trapped in a nightmare.",2019,April,"April, 2019",,,,
Hostage to the Devil,"Ireland, United Kingdom, Italy, United States",2016,TV-14,96 min,"Follow the eerie story of Father Malachi Martin, a disenchanted priest whose belief in demonic possession would lead him to conduct several exorcisms.",2017,January,"January, 2017",,,,
Hostages,,2017,TV-PG,91 min,"Witnesses recount the shocking 1996 hostage crisis in Lima, Peru, where rebels held scores of high-level figures captive at an ambassador's residence.",2018,January,"January, 2018",,,,
Hostiles,United States,2017,R,134 min,"After a long career battling the Cheyenne, a U.S. Army captain is ordered to safely escort the tribe's most influential chief to his Montana homeland.",2018,August,"August, 2018",,,,
Hot Bot,United States,2016,NR,93 min,"Two teenage geeks inadvertently find a lifelike, state-of-the-art sex robot, but must dodge the high-profile owner who lost her in order to keep her.",2016,March,"March, 2016",,,,
Hot Property,United Kingdom,2016,TV-MA,82 min,"When a resourceful but flighty Londoner is threatened with eviction, she vows to do whatever it takes to defeat a greedy real estate agent.",2017,August,"August, 2017",,,,
Hot Rod,United States,2007,PG-13,88 min,Andy Samberg stars in this comedy as an accident-prone daredevil who's determined to jump 15 buses on his moped and impress his abusive stepfather.,2019,November,"November, 2019",,,,
Hotel Beau Séjour,Belgium,2017,TV-14,1 Season,"Caught in an afterlife limbo, teenage Kato investigates her own mysterious death and unravels a web of secrets in her seemingly tranquil village.",2017,March,"March, 2017",,,,
Hotel Pacific,"Poland,",1975,TV-MA,96 min,A motivated teen strives to rise from dishwasher to waiter at a luxury hotel only to tread in the abusive tide of its workplace hierarchy.,2019,October,"October, 2019",,,,
Hotel Transylvania 3: Summer Vacation,United States,2018,PG,97 min,"It's love at first sight for Dracula when he meets Ericka, the charming but mysterious captain of the monster cruise that Mavis plans for the family.",2019,January,"January, 2019",,,,
House at the End of the Street,"United States, Canada",2012,PG-13,101 min,Moving to a new town proves even more stressful for a teenager when she learns that the house next door was the site of a double murder.,2020,May,"May, 2020",,,,
House of Z,"United States, Canada",2016,TV-14,88 min,"Featuring archival footage and exclusive interviews, this documentary looks at the rise, fall and comeback of charismatic fashion designer Zac Posen.",2018,January,"January, 2018",,,,
"Houston, We Have a Problem!","Slovenia, Croatia, Germany, Czech Republic, Qatar",2016,TV-14,84 min,"Blending fact with myth, this conspiracy-minded docufiction argues that the U.S. purchased Yugoslavia's secret space program in the 1960s.",2017,July,"July, 2017",,,,
How the Beatles Changed the World,"United States, United Kingdom",2017,TV-PG,110 min,Interviews and rare archival footage illuminate how the Beatles' influence over music and culture continues to be felt around the world.,2018,February,"February, 2018",,,,
How the Grinch Stole Christmas,United States,2000,PG,105 min,The Grinch decides to rob Whoville of Christmas – but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart.,2017,June,"June, 2017",,,,
How to Be a Latin Lover,"Mexico, United States",2017,PG-13,116 min,"When an aging Lothario gets the boot from his sugar mama, he must pull out all the stops to find a new female sponsor.",2019,November,"November, 2019",,,,
How to Be a Player,United States,1997,R,94 min,"Dray lives life one woman at a time and is the envy of all his friends, until his sister decides to show him the error of his philandering ways.",2019,November,"November, 2019",,,,
How to Change the World,"Canada, United Kingdom, Netherlands",2015,NR,110 min,"In the 1970s, a group of activists who gathered to protest nuclear testing formed the iconic Greenpeace environmental organization.",2016,January,"January, 2016",,,,
How to Live Mortgage Free with Sarah Beeny,,2018,TV-MA,1 Season,Real estate expert and TV presenter Sarah Beeny meets with clever property owners who share their colorful stories about living mortgage free.,2018,September,"September, 2018",,,,
How to Make an American Quilt,United States,1995,PG-13,116 min,"A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her.",2018,April,"April, 2018",,,,
How to Win the US Presidency,United States,2016,TV-PG,51 min,"This whimsical look at rough-and-tumble American politics examines the influence of money, religion and even ancient Rome on presidential campaigns.",2016,August,"August, 2016",,,,
Hridaynath,India,2012,TV-14,103 min,A schoolteacher known for his good deeds and benevolence takes a walk on the dark side after undergoing a heart transplant.,2018,January,"January, 2018",,,,
Hulk Vs.,United States,2009,PG-13,83 min,This action-packed animated double feature pits the Hulk against two of the Marvel Universe's most powerful characters: Wolverine and Thor.,2020,June,"June, 2020",,,,
Hum Saath-Saath Hain,India,1999,TV-G,176 min,"A scheming matriarch plots to cut off her disabled stepson and his wife from the family fortune, creating a division within the clan.",2018,January,"January, 2018",,,,
Humko Deewana Kar Gaye,India,2006,TV-PG,149 min,Two kindred spirits who are betrothed to others must decide whether to go through with arranged marriages or brush aside convention for true love.,2017,October,"October, 2017",,,,
Humsafar,Pakistan,2011,TV-PG,1 Season,"To fulfill her mother's dying wish, middle-class Khirad marries elite Ashar. But those who disapprove plot to turn Ashar against his wife.",2016,December,"December, 2016",,,,
Hungerford,United Kingdom,2014,TV-MA,79 min,"While filming his daily life for a media course, Cowen discovers his small English town may be under an ominous and otherworldly influence.",2018,June,"June, 2018",,,,
Hunt to Kill,Canada,2010,R,97 min,U.S. Border Patrol agent and deadly hunter Jim Rhodes takes violent revenge when a group of desperate thieves kidnaps his daughter after a robbery.,2020,January,"January, 2020",,,,
Hunter's Prayer,"United States, Spain, Germany",2015,R,91 min,A hired gun has second thoughts when he's contracted to kill a teenage girl whose father's shady business dealings put her life in danger.,2019,October,"October, 2019",,,,
Hunters of the South Seas,United Kingdom,2015,TV-14,1 Season,"In a far corner of the Pacific Ocean, people who live entirely at sea share insights into their incredible amphibious lifestyle.",2019,February,"February, 2019",,,,
Huntik: Secrets and Seekers,"United States, Italy",2011,TV-Y7,2 Seasons,"A high school student searching for his missing father joins a secret group known as the Seekers, who ally with aliens to protect the world from evil.",2018,January,"January, 2018",,,,
Hurricane Bianca,United States,2016,TV-MA,85 min,"Fired for being gay, schoolteacher Richard returns in drag as force-of-nature Bianca, gets hired for the same job and plots sweet, scornful revenge.",2017,January,"January, 2017",,,,
Hurricane Bianca: From Russia With Hate,United States,2018,TV-MA,85 min,"When Texas teacher Richard is lured to Russia under false pretenses by his enemy Deb, his drag alter ego Bianca soon turns the country upside down.",2018,August,"August, 2018",,,,
Hustle & Flow,United States,2005,R,117 min,A pimp with aspirations of grandeur wants to make it as a rapper but discovers that fame isn't all it's cracked up to be in this indie drama.,2019,December,"December, 2019",,,,
Hyori's Bed & Breakfast,,2018,TV-14,2 Seasons,"K-pop diva Lee Hyo-ri and her husband open up their home on the beautiful Jeju Island to welcome travelers for free stays, meals and late-night chats.",2018,March,"March, 2018",,,,
Hypersomnia,Argentina,2016,TV-MA,84 min,A young actress rehearsing for a play about human trafficking begins to relive terrifying scenes that may be dreams – or an alternate reality.,2017,June,"June, 2017",,,,
I Am,"India, Japan",2010,TV-MA,106 min,"Four individuals in modern India grapple with their identities amid social taboos, trauma and brutal sexual discrimination in this quartet of stories.",2019,March,"March, 2019",,,,
I Am Bolt,United Kingdom,2016,PG,107 min,"Mixing archival footage with present-day interviews, Olympic champion and global icon Usain Bolt opens up about his athletic legacy.",2017,October,"October, 2017",,,,
